"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0002279",0.273800236336123,0.875744679642681,4,44,"mast cell activation involved in immune response","BP"
"GO:0043303",0.273800236336123,0.875744679642681,4,44,"mast cell degranulation","BP"
"GO:2000646",0.273807529908086,0.966153466650667,1,5,"positive regulation of receptor catabolic process","BP"
"GO:0023061",0.273859341862749,0.786158513343969,31,443,"signal release","BP"
"GO:0030169",0.273900442084132,0.9212459840252,2,16,"low-density lipoprotein particle binding","MF"
"GO:0015014",0.273952647902637,0.966115126607474,1,5,"heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process","BP"
"GO:0090219",0.274191110146949,0.966052071402402,1,5,"negative regulation of lipid kinase activity","BP"
"GO:0004111",0.274269181494289,0.966031412932757,1,5,"creatine kinase activity","MF"
"GO:0071331",0.274405252602602,0.831445016212173,9,113,"cellular response to hexose stimulus","BP"
"GO:0002578",0.274498290682195,0.965970746983103,1,5,"negative regulation of antigen processing and presentation","BP"
"GO:0010757",0.274523330149755,0.965964113030059,1,5,"negative regulation of plasminogen activation","BP"
"GO:0032402",0.274523673274692,0.920947157695453,2,16,"melanosome transport","BP"
"GO:0071987",0.274633486532822,0.965934919462574,1,5,"WD40-repeat domain binding","MF"
"GO:0010212",0.274698904029899,0.826330306017768,10,128,"response to ionizing radiation","BP"
"GO:0086029",0.274718221168356,0.965912453444321,1,5,"Purkinje myocyte to ventricular cardiac muscle cell signaling","BP"
"GO:0086068",0.274718221168356,0.965912453444321,1,5,"Purkinje myocyte to ventricular cardiac muscle cell communication","BP"
"GO:0004340",0.275318046513313,0.965753178048403,1,5,"glucokinase activity","MF"
"GO:0004396",0.275318046513313,0.965753178048403,1,5,"hexokinase activity","MF"
"GO:0008865",0.275318046513313,0.965753178048403,1,5,"fructokinase activity","MF"
"GO:0019158",0.275318046513313,0.965753178048403,1,5,"mannokinase activity","MF"
"GO:0051055",0.275407784810208,0.874711550121069,4,44,"negative regulation of lipid biosynthetic process","BP"
"GO:0070051",0.275505878237458,0.965703214887827,1,5,"fibrinogen binding","MF"
"GO:0042908",0.275698007462075,0.965652065631467,1,5,"xenobiotic transport","BP"
"GO:0048011",0.275796313203949,0.89315450509308,3,28,"neurotrophin TRK receptor signaling pathway","BP"
"GO:0001667",0.275986823236662,0.789415450601352,26,366,"ameboidal-type cell migration","BP"
"04614",0.27605389033127,0.91981544864207,2,17,"Renin-angiotensin system","KEGG"
"GO:0016829",0.276282067316167,0.813698039997081,13,175,"lyase activity","MF"
"GO:0017002",0.276406397224908,0.965463100195011,1,5,"activin-activated receptor activity","MF"
"GO:0051428",0.276434155295118,0.919631306730915,2,17,"peptide hormone receptor binding","MF"
"GO:0004630",0.276440658075494,0.965453946002954,1,5,"phospholipase D activity","MF"
"GO:0019432",0.276624062935756,0.892278282374133,3,30,"triglyceride biosynthetic process","BP"
"GO:0038001",0.276889977986904,0.965333763650986,1,5,"paracrine signaling","BP"
"GO:0002904",0.276989430707938,0.965307130235075,1,5,"positive regulation of B cell apoptotic process","BP"
"GO:0060850",0.276992436557729,0.919360616131309,2,17,"regulation of transcription involved in cell fate commitment","BP"
"GO:0009378",0.276998507311888,0.965304698941458,1,5,"four-way junction helicase activity","MF"
"GO:1902302",0.277025884084246,0.965297365106548,1,5,"regulation of potassium ion export","BP"
"GO:1905653",0.277102371604005,0.96527687053693,1,5,"positive regulation of artery morphogenesis","BP"
"GO:0051955",0.277341227480959,0.873465062480213,4,44,"regulation of amino acid transport","BP"
"GO:1905475",0.277463067228977,0.819863836154368,11,144,"regulation of protein localization to membrane","BP"
"GO:0039529",0.277464458971052,0.919131429155224,2,17,"RIG-I signaling pathway","BP"
"GO:0051956",0.277475453394487,0.919126087397717,2,17,"negative regulation of amino acid transport","BP"
"GO:0001889",0.27750094539918,0.829092593763197,9,112,"liver development","BP"
"GO:0001067",0.277546661517649,0.766678001220405,61,907,"regulatory region nucleic acid binding","MF"
"GO:0001921",0.277761736528328,0.91898693765171,2,17,"positive regulation of receptor recycling","BP"
"GO:0032438",0.277797335949828,0.918969626779384,2,17,"melanosome organization","BP"
"GO:0098519",0.277810903249334,0.965086693582657,1,5,"nucleotide phosphatase activity, acting on free nucleotides","MF"
"GO:0001078",0.277865990276628,0.815776768459429,12,159,"transcriptional repressor activity, RNA polymerase II proximal promoter sequence-specific DNA binding","MF"
"GO:0032687",0.277916151793909,0.965058393242484,1,5,"negative regulation of interferon-alpha production","BP"
"GO:0071694",0.278227905239398,0.964974488860658,1,5,"maintenance of protein location in extracellular region","BP"
"GO:0038085",0.27825524581778,0.964967125019941,1,5,"vascular endothelial growth factor binding","MF"
"GO:0060926",0.278281512777359,0.964960049512364,1,5,"cardiac pacemaker cell development","BP"
"GO:0008467",0.278443738595724,0.964916332807793,1,5,"[heparan sulfate]-glucosamine 3-sulfotransferase 1 activity","MF"
"GO:0042483",0.278479956696736,0.964906568483448,1,5,"negative regulation of odontogenesis","BP"
"GO:0002710",0.2784828704699,0.918635947446919,2,17,"negative regulation of T cell mediated immunity","BP"
"GO:0071466",0.278618159909498,0.828077059617906,9,117,"cellular response to xenobiotic stimulus","BP"
"GO:2001014",0.278656474724355,0.918551348502024,2,17,"regulation of skeletal muscle cell differentiation","BP"
"GO:0019722",0.278719636255786,0.815128737843655,12,157,"calcium-mediated signaling","BP"
"GO:0030205",0.278768114325945,0.964828826499466,1,5,"dermatan sulfate metabolic process","BP"
"GO:0035033",0.27879526251837,0.964821497130244,1,5,"histone deacetylase regulator activity","MF"
"GO:0060314",0.278898761158064,0.918433213726301,2,17,"regulation of ryanodine-sensitive calcium-release channel activity","BP"
"GO:0036120",0.278907997948304,0.918428708492779,2,17,"cellular response to platelet-derived growth factor stimulus","BP"
"GO:0008210",0.279441576346102,0.918168265456586,2,17,"estrogen metabolic process","BP"
"GO:0045932",0.279776018034969,0.890428243766868,3,30,"negative regulation of muscle contraction","BP"
"GO:0042226",0.279839690602254,0.917973698957691,2,17,"interleukin-6 biosynthetic process","BP"
"GO:0045408",0.279839690602254,0.917973698957691,2,17,"regulation of interleukin-6 biosynthetic process","BP"
"GO:0005131",0.280043031542508,0.964483687059845,1,5,"growth hormone receptor binding","MF"
"GO:0016646",0.280443302764883,0.917678303040906,2,17,"oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor","MF"
"GO:0032430",0.280541270193484,0.964348282660023,1,5,"positive regulation of phospholipase A2 activity","BP"
"GO:0002643",0.280794629398593,0.917506149599934,2,17,"regulation of tolerance induction","BP"
"GO:0003323",0.280838811185306,0.91748448858101,2,17,"type B pancreatic cell development","BP"
"GO:0150003",0.28095180542232,0.96423649168125,1,5,"regulation of spontaneous synaptic transmission","BP"
"GO:0032715",0.280981582106617,0.871106543078181,4,44,"negative regulation of interleukin-6 production","BP"
"GO:0032366",0.281028955491736,0.917797552364209,2,16,"intracellular sterol transport","BP"
"GO:0032367",0.281028955491736,0.917797552364209,2,16,"intracellular cholesterol transport","BP"
"GO:0017160",0.281193319756144,0.917717253046889,2,16,"Ral GTPase binding","MF"
"GO:0051045",0.281268973185626,0.96414998811156,1,5,"negative regulation of membrane protein ectodomain proteolysis","BP"
"GO:0060413",0.281491452664735,0.917164218066484,2,17,"atrial septum morphogenesis","BP"
"GO:0010759",0.281762189588686,0.917031194636924,2,17,"positive regulation of macrophage chemotaxis","BP"
"GO:0050860",0.281971870218491,0.916928104092842,2,17,"negative regulation of T cell receptor signaling pathway","BP"
"GO:0007612",0.282324339925628,0.812346665386128,12,151,"learning","BP"
"GO:0004402",0.282636804134935,0.856622909835748,5,56,"histone acetyltransferase activity","MF"
"GO:0015696",0.282639326437757,0.830798216516783,8,101,"ammonium transport","BP"
"GO:0071326",0.282824567053,0.824910067610702,9,114,"cellular response to monosaccharide stimulus","BP"
"GO:0001957",0.282925453501935,0.963696259649103,1,5,"intramembranous ossification","BP"
"GO:0036072",0.282925453501935,0.963696259649103,1,5,"direct ossification","BP"
"GO:0035023",0.282954239769069,0.81993043773156,10,125,"regulation of Rho protein signal transduction","BP"
"GO:2000378",0.283078386959862,0.856154922366334,5,58,"negative regulation of reactive oxygen species metabolic process","BP"
"GO:0046934",0.283111756510111,0.963645024782787,1,5,"phosphatidylinositol-4,5-bisphosphate 3-kinase activity","MF"
"GO:0052813",0.283111756510111,0.963645024782787,1,5,"phosphatidylinositol bisphosphate kinase activity","MF"
"GO:0065001",0.28323703395979,0.963610549184962,1,5,"specification of axis polarity","BP"
"GO:1901362",0.283392578169865,0.74160719475816,240,3758,"organic cyclic compound biosynthetic process","BP"
"GO:0045892",0.283479207998847,0.757720773338441,73,1099,"negative regulation of transcription, DNA-templated","BP"
"GO:0071287",0.283504706891858,0.963536824501346,1,5,"cellular response to manganese ion","BP"
"GO:0021563",0.283746442619535,0.963470170213767,1,5,"glossopharyngeal nerve development","BP"
"GO:0043113",0.283756394185226,0.855765325345997,5,57,"receptor clustering","BP"
"GO:0050680",0.283852712921115,0.819086646509872,10,130,"negative regulation of epithelial cell proliferation","BP"
"GO:0001657",0.283953764305025,0.829910707975835,8,98,"ureteric bud development","BP"
"GO:0072163",0.283953764305025,0.829910707975835,8,98,"mesonephric epithelium development","BP"
"GO:0072164",0.283953764305025,0.829910707975835,8,98,"mesonephric tubule development","BP"
"GO:0010519",0.284038855831784,0.96338944932425,1,5,"negative regulation of phospholipase activity","BP"
"GO:0046128",0.284053985450976,0.855401765389001,5,59,"purine ribonucleoside metabolic process","BP"
"GO:0002326",0.284266023923186,0.963326668943624,1,5,"B cell lineage commitment","BP"
"GO:0043422",0.284472150288208,0.915694360333037,2,17,"protein kinase B binding","MF"
"GO:0034481",0.284671750857255,0.963214388519636,1,5,"chondroitin sulfotransferase activity","MF"
"GO:0048635",0.284729989156686,0.855010087126935,5,58,"negative regulation of muscle organ development","BP"
"GO:0044248",0.284768670618869,0.748701123719466,117,1818,"cellular catabolic process","BP"
"GO:0009066",0.28480996023302,0.86849845746362,4,45,"aspartate family amino acid metabolic process","BP"
"GO:0048008",0.285080269131091,0.85493077469728,5,56,"platelet-derived growth factor receptor signaling pathway","BP"
"GO:0033194",0.285139207162177,0.915363812490369,2,17,"response to hydroperoxide","BP"
"GO:0051491",0.285297389843239,0.887158009077698,3,30,"positive regulation of filopodium assembly","BP"
"GO:1905076",0.285548902136849,0.962970974020752,1,5,"regulation of interleukin-17 secretion","BP"
"GO:1902548",0.285738261595442,0.96291830487237,1,5,"negative regulation of cellular response to vascular endothelial growth factor stimulus","BP"
"GO:0038171",0.286177982719603,0.962795833571257,1,5,"cannabinoid signaling pathway","BP"
"GO:0051575",0.286299116177817,0.962762054738442,1,5,"5'-deoxyribose-5-phosphate lyase activity","MF"
"GO:0033043",0.286566273032786,0.753188446311107,80,1205,"regulation of organelle organization","BP"
"GO:0030818",0.2866358167345,0.914620057711811,2,17,"negative regulation of cAMP biosynthetic process","BP"
"GO:0061478",0.286651559785662,0.914612218330274,2,17,"response to platelet aggregation inhibitor","BP"
"GO:0009991",0.286782523212202,0.7825053359308,24,340,"response to extracellular stimulus","BP"
"GO:0048403",0.286976067210186,0.962572958814709,1,5,"brain-derived neurotrophic factor binding","MF"
"GO:0120039",0.287010755645577,0.764799393504313,45,647,"plasma membrane bounded cell projection morphogenesis","BP"
"GO:0002448",0.287281587988158,0.866876650332413,4,45,"mast cell mediated immunity","BP"
"GO:0004854",0.287382847867226,0.962459066435034,1,5,"xanthine dehydrogenase activity","MF"
"GO:0009115",0.287382847867226,0.962459066435034,1,5,"xanthine catabolic process","BP"
"GO:0016726",0.287382847867226,0.962459066435034,1,5,"oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor","MF"
"GO:0044325",0.287500668733833,0.816254385064695,10,128,"ion channel binding","MF"
"GO:0004675",0.287765071052789,0.914056905894237,2,17,"transmembrane receptor protein serine/threonine kinase activity","MF"
"GO:0045793",0.287896565550201,0.913991220948942,2,17,"positive regulation of cell size","BP"
"GO:0031344",0.287990089581815,0.762370469452089,48,699,"regulation of cell projection organization","BP"
"GO:1900424",0.288050964273559,0.913914065585115,2,17,"regulation of defense response to bacterium","BP"
"GO:0015812",0.288061109638469,0.91390899469095,2,17,"gamma-aminobutyric acid transport","BP"
"GO:0007031",0.288352407578547,0.885146137424168,3,31,"peroxisome organization","BP"
"GO:0090036",0.288479741066147,0.913699634187735,2,17,"regulation of protein kinase C signaling","BP"
"GO:0021778",0.288480867488841,0.96215064540738,1,5,"oligodendrocyte cell fate specification","BP"
"GO:0021779",0.288480867488841,0.96215064540738,1,5,"oligodendrocyte cell fate commitment","BP"
"GO:0021780",0.288480867488841,0.96215064540738,1,5,"glial cell fate specification","BP"
"GO:0000413",0.288603255175284,0.884995529657777,3,31,"protein peptidyl-prolyl isomerization","BP"
"GO:2000773",0.288701661894753,0.913588556114934,2,17,"negative regulation of cellular senescence","BP"
"GO:0001083",0.289051849083603,0.961989690304105,1,5,"transcription factor activity, RNA polymerase II basal transcription factor binding","MF"
"GO:1902914",0.289704870238418,0.913085607909091,2,17,"regulation of protein polyubiquitination","BP"
"GO:0030813",0.2897857038643,0.913045024888755,2,17,"positive regulation of nucleotide catabolic process","BP"
"04810",0.289788142123119,0.796796922219449,15,205,"Regulation of actin cytoskeleton","KEGG"
"GO:1902474",0.289841494869223,0.961766448648219,1,5,"positive regulation of protein localization to synapse","BP"
"GO:0043046",0.289875348723946,0.913000008032707,2,17,"DNA methylation involved in gamete generation","BP"
"GO:0038044",0.289948213036471,0.961736220592654,1,5,"transforming growth factor-beta secretion","BP"
"GO:0001890",0.290000046340244,0.805937887892449,12,160,"placenta development","BP"
"GO:0042134",0.290024580881515,0.961714580874258,1,5,"rRNA primary transcript binding","MF"
"GO:0017048",0.290054314698913,0.805933565609589,12,158,"Rho GTPase binding","MF"
"GO:0001076",0.290262865060092,0.799205443549091,14,189,"transcription factor activity, RNA polymerase II transcription factor binding","MF"
"GO:0000038",0.290433144829112,0.883894531705968,3,31,"very long-chain fatty acid metabolic process","BP"
"GO:0005089",0.290606923774919,0.840382470816822,6,70,"Rho guanyl-nucleotide exchange factor activity","MF"
"GO:0060977",0.290678909543133,0.883934530315819,3,30,"coronary vasculature morphogenesis","BP"
"GO:0010453",0.290852398726509,0.883641697751127,3,31,"regulation of cell fate commitment","BP"
"GO:0016278",0.291008234151782,0.85088777836804,5,55,"lysine N-methyltransferase activity","MF"
"GO:0016279",0.291008234151782,0.85088777836804,5,55,"protein-lysine N-methyltransferase activity","MF"
"GO:0097237",0.291116759953216,0.813277766643691,10,132,"cellular response to toxic substance","BP"
"GO:1905952",0.291188465023024,0.813246593827703,10,131,"regulation of lipid localization","BP"
"GO:0009615",0.291268734919391,0.790639595951421,17,240,"response to virus","BP"
"GO:1902679",0.291404487180364,0.75037843290592,73,1102,"negative regulation of RNA biosynthetic process","BP"
"GO:1903507",0.291404487180364,0.75037843290592,73,1102,"negative regulation of nucleic acid-templated transcription","BP"
"GO:0098586",0.291472651145064,0.86411072168263,4,45,"cellular response to virus","BP"
"GO:0033003",0.291474369787372,0.86410958335517,4,45,"regulation of mast cell activation","BP"
"GO:0021514",0.291558114872599,0.911774129994907,2,18,"ventral spinal cord interneuron differentiation","BP"
"GO:0006978",0.2916132475122,0.912125189611448,2,17,"DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator","BP"
"GO:0008227",0.291787404452845,0.883077057920444,3,31,"G-protein coupled amine receptor activity","MF"
"GO:0014909",0.291865620384346,0.830800490451845,7,86,"smooth muscle cell migration","BP"
"GO:0010810",0.292150053619676,0.797687655270341,14,186,"regulation of cell-substrate adhesion","BP"
"GO:0035313",0.292327464155174,0.911764511121108,2,17,"wound healing, spreading of epidermal cells","BP"
"GO:0004540",0.292840729458292,0.82992901224123,7,89,"ribonuclease activity","MF"
"GO:0055106",0.292861338508866,0.91111312300923,2,18,"ubiquitin-protein transferase regulator activity","MF"
"GO:0046785",0.2929759574663,0.838590481477234,6,71,"microtubule polymerization","BP"
"GO:0030228",0.293117767206206,0.911364622458415,2,17,"lipoprotein particle receptor activity","MF"
"GO:0033209",0.293218961078458,0.83823330792001,6,74,"tumor necrosis factor-mediated signaling pathway","BP"
"GO:0060669",0.293458926528411,0.882064966576483,3,31,"embryonic placenta morphogenesis","BP"
"GO:0033151",0.29350517193527,0.911168296046183,2,17,"V(D)J recombination","BP"
"GO:0007350",0.293667860919616,0.911085790365524,2,17,"blastoderm segmentation","BP"
"GO:0006814",0.294069913635288,0.793230121908411,15,204,"sodium ion transport","BP"
"GO:0006195",0.294078964118703,0.881688666465987,3,31,"purine nucleotide catabolic process","BP"
"GO:0045662",0.294271837583059,0.881967559275259,3,29,"negative regulation of myoblast differentiation","BP"
"GO:1903432",0.294286390064361,0.88175375810461,3,30,"regulation of TORC1 signaling","BP"
"GO:0060251",0.294330812003565,0.881726804771842,3,30,"regulation of glial cell proliferation","BP"
"GO:0009309",0.294639343767416,0.910207670350518,2,18,"amine biosynthetic process","BP"
"GO:0042401",0.294639343767416,0.910207670350518,2,18,"cellular biogenic amine biosynthetic process","BP"
"GO:0004706",0.294723263663742,0.960369589917084,1,5,"JUN kinase kinase kinase activity","MF"
"GO:2000193",0.294752377228283,0.910149966073238,2,18,"positive regulation of fatty acid transport","BP"
"GO:0051781",0.2947989331143,0.837134102522044,6,73,"positive regulation of cell division","BP"
"GO:0016248",0.294877515681637,0.881203330454883,3,31,"channel inhibitor activity","MF"
"GO:0072677",0.294937659118221,0.910055341860896,2,18,"eosinophil migration","BP"
"GO:0021943",0.295026930857827,0.960281744615473,1,5,"formation of radial glial scaffolds","BP"
"GO:0044323",0.295100304036139,0.960260502290579,1,5,"retinoic acid-responsive element binding","MF"
"GO:0048608",0.295337427392317,0.769107465395476,29,417,"reproductive structure development","BP"
"GO:0038034",0.295452617448106,0.836654562527523,6,73,"signal transduction in absence of ligand","BP"
"GO:0097192",0.295452617448106,0.836654562527523,6,73,"extrinsic apoptotic signaling pathway in absence of ligand","BP"
"GO:0042562",0.295491504987455,0.820900632214666,8,102,"hormone binding","MF"
"GO:0040036",0.295595534290075,0.880766271021375,3,31,"regulation of fibroblast growth factor receptor signaling pathway","BP"
"GO:0031585",0.295597150553894,0.96011648752047,1,5,"regulation of inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity","BP"
"GO:0046886",0.295658437292421,0.910073456796124,2,17,"positive regulation of hormone biosynthetic process","BP"
"GO:0098914",0.295940584547426,0.960016764893638,1,5,"membrane repolarization during atrial cardiac muscle cell action potential","BP"
"GO:0048712",0.29599161022311,0.909903504633424,2,17,"negative regulation of astrocyte differentiation","BP"
"GO:0004197",0.296418335608863,0.835886610996715,6,74,"cysteine-type endopeptidase activity","MF"
"GO:0005070",0.296582684033257,0.880164356876465,3,31,"SH3/SH2 adaptor activity","MF"
"GO:0055081",0.296762692975787,0.846582162716318,5,58,"anion homeostasis","BP"
"GO:0035587",0.296939960086997,0.909418944319723,2,17,"purinergic receptor signaling pathway","BP"
"GO:0005980",0.297175830390297,0.90890869924328,2,18,"glycogen catabolic process","BP"
"GO:0009251",0.297175830390297,0.90890869924328,2,18,"glucan catabolic process","BP"
"GO:0070613",0.297348662698774,0.835261237526435,6,73,"regulation of protein processing","BP"
"GO:0033008",0.297462202359917,0.90876150744413,2,18,"positive regulation of mast cell activation involved in immune response","BP"
"GO:0043306",0.297462202359917,0.90876150744413,2,18,"positive regulation of mast cell degranulation","BP"
"GO:1902254",0.29752160673597,0.908730960658658,2,18,"negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator","BP"
"GO:0060351",0.297635125077488,0.879521312845024,3,31,"cartilage development involved in endochondral bone morphogenesis","BP"
"GO:0031998",0.297833083517158,0.908961512058735,2,17,"regulation of fatty acid beta-oxidation","BP"
"GO:0046475",0.297844352722901,0.908564917029361,2,18,"glycerophospholipid catabolic process","BP"
"GO:0043555",0.298234286867809,0.908364122431025,2,18,"regulation of translation in response to stress","BP"
"GO:0006721",0.298329227239158,0.859430627385211,4,46,"terpenoid metabolic process","BP"
"GO:0015914",0.298383999030077,0.845519206257836,5,57,"phospholipid transport","BP"
"GO:0045732",0.298589262150442,0.792216882223217,14,193,"positive regulation of protein catabolic process","BP"
"GO:0030182",0.298661944371185,0.739469114849654,92,1383,"neuron differentiation","BP"
"GO:0042415",0.298820536712862,0.908061855901775,2,18,"norepinephrine metabolic process","BP"
"GO:0032303",0.29923676474394,0.907846974261026,2,18,"regulation of icosanoid secretion","BP"
"GO:0090030",0.299259334796725,0.908228833745007,2,17,"regulation of steroid hormone biosynthetic process","BP"
"GO:0046189",0.299368703383067,0.858845469494275,4,45,"phenol-containing compound biosynthetic process","BP"
"GO:1901862",0.299376894558833,0.844649284738376,5,59,"negative regulation of muscle tissue development","BP"
"GO:0046849",0.299567470369713,0.824839658923818,7,89,"bone remodeling","BP"
"GO:0002532",0.299828373051092,0.844249838284988,5,60,"production of molecular mediator involved in inflammatory response","BP"
"GO:0008152",0.299973850741995,0.721191916424259,612,9831,"metabolic process","BP"
"GO:0030278",0.300733251554214,0.790440510411741,14,192,"regulation of ossification","BP"
"GO:0090280",0.301057297007398,0.906904400794117,2,18,"positive regulation of calcium ion import","BP"
"GO:0051904",0.301211587713595,0.907221568096583,2,17,"pigment granule transport","BP"
"GO:0061024",0.301284978171659,0.751225278973803,46,688,"membrane organization","BP"
"GO:0003094",0.301414053564505,0.906719175021215,2,18,"glomerular filtration","BP"
"GO:0036119",0.301498063333328,0.90667553304725,2,18,"response to platelet-derived growth factor","BP"
"GO:0048858",0.301536577383649,0.751588512254066,45,651,"cell projection morphogenesis","BP"
"GO:0020037",0.301588587877524,0.809977803693021,9,121,"heme binding","MF"
"GO:1903901",0.301683541230058,0.831944523041977,6,75,"negative regulation of viral life cycle","BP"
"GO:0010761",0.301840605196874,0.857182626391733,4,45,"fibroblast migration","BP"
"GO:0003690",0.301986148142234,0.744890110757361,59,885,"double-stranded DNA binding","MF"
"GO:0061008",0.30205271708934,0.809795135284827,9,115,"hepaticobiliary system development","BP"
"GO:0035640",0.302211050013244,0.877346742224032,3,28,"exploration behavior","BP"
"GO:0010569",0.302419059807925,0.876581168515796,3,31,"regulation of double-strand break repair via homologous recombination","BP"
"GO:1903205",0.3024596285206,0.876371414009046,3,32,"regulation of hydrogen peroxide-induced cell death","BP"
"GO:0021542",0.302505368190794,0.90615152010394,2,18,"dentate gyrus development","BP"
"GO:0033692",0.302526107037372,0.842408687140608,5,59,"cellular polysaccharide biosynthetic process","BP"
"GO:0042623",0.302570130807077,0.766124240967583,26,366,"ATPase activity, coupled","MF"
"GO:0099541",0.302649571986801,0.958039758587437,1,5,"trans-synaptic signaling by lipid","BP"
"GO:0099542",0.302649571986801,0.958039758587437,1,5,"trans-synaptic signaling by endocannabinoid","BP"
"GO:0050765",0.30267444081479,0.906063434018699,2,18,"negative regulation of phagocytosis","BP"
"GO:0015705",0.302710322826367,0.958021604080709,1,5,"iodide transport","BP"
"GO:0051770",0.302829337187757,0.905982700303383,2,18,"positive regulation of nitric-oxide synthase biosynthetic process","BP"
"GO:0044319",0.302924076484148,0.876467196435338,3,30,"wound healing, spreading of cells","BP"
"GO:0090505",0.302924076484148,0.876467196435338,3,30,"epiboly involved in wound healing","BP"
"GO:0032401",0.303166329866882,0.906207948013991,2,17,"establishment of melanosome localization","BP"
"04310",0.303288962931292,0.798955490827785,11,149,"Wnt signaling pathway","KEGG"
"GO:0030512",0.303321665573098,0.8420095182148,5,57,"negative regulation of transforming growth factor beta receptor signaling pathway","BP"
"GO:0060841",0.303704006066265,0.905526213770366,2,18,"venous blood vessel development","BP"
"GO:0036065",0.303756883054667,0.9059007215991,2,17,"fucosylation","BP"
"GO:1904385",0.30378138217283,0.90588796628792,2,17,"cellular response to angiotensin","BP"
"GO:1990776",0.30378138217283,0.90588796628792,2,17,"response to angiotensin","BP"
"GO:0005126",0.303969786403587,0.782190250586776,16,227,"cytokine receptor binding","MF"
"GO:0000910",0.30410262758399,0.794364112573942,12,161,"cytokinesis","BP"
"GO:1905523",0.304310379938994,0.90520915156668,2,18,"positive regulation of macrophage migration","BP"
"GO:0046174",0.304438103811201,0.905142304572378,2,18,"polyol catabolic process","BP"
"GO:0070972",0.304456605511547,0.855300718696509,4,46,"protein localization to endoplasmic reticulum","BP"
"GO:0010385",0.304478356415377,0.957491258571403,1,5,"double-stranded methylated DNA binding","MF"
"GO:1903371",0.304553693362955,0.957468574487144,1,5,"regulation of endoplasmic reticulum tubular network organization","BP"
"GO:2000463",0.304853569823732,0.875074157947035,3,31,"positive regulation of excitatory postsynaptic potential","BP"
"GO:0006972",0.304910321063627,0.9048949709922,2,18,"hyperosmotic response","BP"
"GO:0010574",0.305131916218485,0.874901392231173,3,31,"regulation of vascular endothelial growth factor production","BP"
"GO:0031669",0.305691298662255,0.789439234603675,13,179,"cellular response to nutrient levels","BP"
"GO:0060996",0.305807203656965,0.806813215367786,9,115,"dendritic spine development","BP"
"GO:0019230",0.30589392963865,0.957063853420543,1,5,"proprioception","BP"
"GO:0042974",0.305915475557693,0.874414536941416,3,31,"retinoic acid receptor binding","MF"
"GO:0071479",0.30594800782804,0.839881708085121,5,60,"cellular response to ionizing radiation","BP"
"GO:0010171",0.30617233319397,0.839801435730457,5,59,"body morphogenesis","BP"
"GO:0061733",0.306175736914749,0.839882522063718,5,58,"peptide-lysine-N-acetyltransferase activity","MF"
"GO:0048525",0.306400894160452,0.819580693922094,7,90,"negative regulation of viral process","BP"
"GO:0016810",0.306509178534828,0.806096530562733,9,120,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds","MF"
"GO:0060560",0.306613224790822,0.775458859580278,18,247,"developmental growth involved in morphogenesis","BP"
"GO:0043124",0.306775268644829,0.853963499408281,4,44,"negative regulation of I-kappaB kinase/NF-kappaB signaling","BP"
"GO:0004064",0.307182895065189,0.955047282327207,1,6,"arylesterase activity","MF"
"GO:0019863",0.307205577314552,0.955040134069519,1,6,"IgE binding","MF"
"GO:0004448",0.307306234963099,0.955008404113618,1,6,"isocitrate dehydrogenase activity","MF"
"GO:0046135",0.307368432339325,0.954988791380403,1,6,"pyrimidine nucleoside catabolic process","BP"
"GO:0044359",0.3073769740417,0.954986097534458,1,6,"modulation of molecular function in other organism","BP"
"GO:0052205",0.3073769740417,0.954986097534458,1,6,"modulation of molecular function in other organism involved in symbiotic interaction","BP"
"GO:0052428",0.3073769740417,0.954986097534458,1,6,"modulation by host of symbiont molecular function","BP"
"GO:0004128",0.307378305385538,0.954985677652437,1,6,"cytochrome-b5 reductase activity, acting on NAD(P)H","MF"
"GO:0048566",0.307400263523663,0.873301486745613,3,32,"embryonic digestive tract development","BP"
"GO:0034382",0.307411981059239,0.954975056194902,1,6,"chylomicron remnant clearance","BP"
"GO:0071830",0.307411981059239,0.954975056194902,1,6,"triglyceride-rich lipoprotein particle clearance","BP"
"GO:0001812",0.30744399813967,0.954964956520455,1,6,"positive regulation of type I hypersensitivity","BP"
"GO:0016018",0.307460934201738,0.954959613569794,1,6,"cyclosporin A binding","MF"
"GO:0044336",0.307461844073979,0.954959326515005,1,6,"canonical Wnt signaling pathway involved in negative regulation of apoptotic process","BP"
"GO:0061526",0.307615757368566,0.95491075330528,1,6,"acetylcholine secretion","BP"
"GO:0051861",0.307757121731747,0.903397604253147,2,18,"glycolipid binding","MF"
"GO:0048468",0.307814684580327,0.724501919377706,139,2130,"cell development","BP"
"GO:1902075",0.30793593113847,0.95480961319129,1,6,"cellular response to salt","BP"
"GO:0006685",0.307948983549554,0.9548054872657,1,6,"sphingomyelin catabolic process","BP"
